Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Day_of_Week,Day_Name,Is_Weekend,Profit_Margin_Pct,Revenue_Per_Unit,Profit_Per_Unit,Order_Value_Category
B-25774,8861,3381,19,Office Supplies,Markers,Credit Card,2021-05-27,Brandon Le,California,San Diego,2021-05,2021,5,May,2,3,Thursday,0,38.15596433811082,466.36842105263156,177.94736842105263,Premium
B-26505,8158,2052,13,Electronics,Phones,Debit Card,2020-09-21,Mary Wright,Ohio,Cincinnati,2020-09,2020,9,September,3,0,Monday,0,25.153223829369942,627.5384615384615,157.84615384615384,Premium
B-25163,3411,1704,14,Office Supplies,Pens,UPI,2025-01-11,Douglas Reynolds,California,Los Angeles,2025-01,2025,1,January,1,5,Saturday,1,49.95602462620932,243.64285714285714,121.71428571428571,Medium
B-26095,9406,1137,16,Office Supplies,Markers,UPI,2021-10-20,Leroy Harris,Texas,Houston,2021-10,2021,10,October,4,2,Wednesday,0,12.088028917712098,587.875,71.0625,Premium
B-26095,1156,74,15,Electronics,Printers,EMI,2021-10-20,Leroy Harris,Texas,Houston,2021-10,2021,10,October,4,2,Wednesday,0,6.401384083044983,77.06666666666666,4.933333333333334,Low
B-25768,5354,743,10,Furniture,Bookcases,UPI,2021-10-19,Ricardo Dixon,Illinois,Springfield,2021-10,2021,10,October,4,1,Tuesday,0,13.877474785207323,535.4,74.3,High
B-25328,8780,3430,4,Electronics,Electronic Games,Credit Card,2024-07-07,Debra Smith,Texas,Austin,2024-07,2024,7,July,3,6,Sunday,1,39.066059225512525,2195.0,857.5,Premium
B-25328,8780,3430,4,Electronics,Electronic Games,Credit Card,2023-07-25,Jasmine James,Texas,Austin,2023-07,2023,7,July,3,1,Tuesday,0,39.066059225512525,2195.0,857.5,Premium
B-26573,6783,3306,8,Furniture,Sofas,Debit Card,2020-04-16,Felicia Morton,Ohio,Columbus,2020-04,2020,4,April,2,3,Thursday,0,48.739495798319325,847.875,413.25,High
B-25138,1778,285,4,Office Supplies,Pens,Credit Card,2020-07-04,Sylvia Jenkins,New York,New York City,2020-07,2020,7,July,3,5,Saturday,1,16.029246344206975,444.5,71.25,Low
B-26803,9399,1949,12,Electronics,Printers,UPI,2022-05-16,Elizabeth White,New York,Rochester,2022-05,2022,5,May,2,0,Monday,0,20.736248537078414,783.25,162.41666666666666,Premium
B-26803,7957,965,4,Furniture,Sofas,Credit Card,2022-05-16,Elizabeth White,New York,Rochester,2022-05,2022,5,May,2,0,Monday,0,12.127686313937414,1989.25,241.25,Premium
B-25101,1638,661,13,Furniture,Chairs,EMI,2023-11-25,Steven Steele,Illinois,Springfield,2023-11,2023,11,November,4,5,Saturday,1,40.35409035409035,126.0,50.84615384615385,Low
B-25827,1786,224,4,Furniture,Tables,COD,2021-08-17,Amanda Ramirez,Texas,Dallas,2021-08,2021,8,August,3,1,Tuesday,0,12.541993281075028,446.5,56.0,Low
B-25792,4751,781,9,Office Supplies,Paper,EMI,2023-07-02,Kyle Jackson,New York,Buffalo,2023-07,2023,7,July,3,6,Sunday,1,16.438644495895602,527.8888888888889,86.77777777777777,Medium
B-25646,8979,4477,4,Office Supplies,Paper,Credit Card,2020-08-24,Sharon Wilkins,Illinois,Chicago,2020-08,2020,8,August,3,0,Monday,0,49.86078627909567,2244.75,1119.25,Premium
B-25043,2727,663,8,Electronics,Phones,Credit Card,2022-11-07,Austin Hammond,Florida,Miami,2022-11,2022,11,November,4,0,Monday,0,24.312431243124312,340.875,82.875,Medium
B-26598,1093,397,17,Electronics,Printers,Credit Card,2024-03-27,Jessica Barajas,Illinois,Peoria,2024-03,2024,3,March,1,2,Wednesday,0,36.322049405306494,64.29411764705883,23.352941176470587,Low
B-26598,1093,397,17,Electronics,Printers,Credit Card,2024-09-01,Jamie Jimenez,New York,Buffalo,2024-09,2024,9,September,3,6,Sunday,1,36.322049405306494,64.29411764705883,23.352941176470587,Low
B-26598,1093,397,17,Electronics,Printers,Credit Card,2022-02-22,James Carter,Ohio,Columbus,2022-02,2022,2,February,1,1,Tuesday,0,36.322049405306494,64.29411764705883,23.352941176470587,Low
B-26598,2636,88,11,Office Supplies,Paper,Debit Card,2024-03-27,Jessica Barajas,Illinois,Peoria,2024-03,2024,3,March,1,2,Wednesday,0,3.338391502276176,239.63636363636363,8.0,Medium
B-26598,2636,88,11,Office Supplies,Paper,Debit Card,2024-09-01,Jamie Jimenez,New York,Buffalo,2024-09,2024,9,September,3,6,Sunday,1,3.338391502276176,239.63636363636363,8.0,Medium
B-26598,2636,88,11,Office Supplies,Paper,Debit Card,2022-02-22,James Carter,Ohio,Columbus,2022-02,2022,2,February,1,1,Tuesday,0,3.338391502276176,239.63636363636363,8.0,Medium
B-26643,7344,2251,7,Electronics,Electronic Games,Debit Card,2022-02-11,John Williams,Florida,Miami,2022-02,2022,2,February,1,4,Friday,0,30.65087145969499,1049.142857142857,321.57142857142856,High
B-26643,7306,1547,3,Office Supplies,Paper,COD,2022-02-11,John Williams,Florida,Miami,2022-02,2022,2,February,1,4,Friday,0,21.17437722419929,2435.3333333333335,515.6666666666666,High
B-26643,5832,2588,10,Electronics,Printers,COD,2022-02-11,John Williams,Florida,Miami,2022-02,2022,2,February,1,4,Friday,0,44.3758573388203,583.2,258.8,High
B-25992,8572,2041,8,Furniture,Tables,EMI,2021-05-27,Alicia Oneill,Illinois,Springfield,2021-05,2021,5,May,2,3,Thursday,0,23.810079328044797,1071.5,255.125,Premium
B-25992,8572,2041,8,Furniture,Tables,EMI,2023-07-05,Rebecca Huff,Illinois,Springfield,2023-07,2023,7,July,3,2,Wednesday,0,23.810079328044797,1071.5,255.125,Premium
B-25992,8572,2041,8,Furniture,Tables,EMI,2020-10-27,Diana Scott,California,San Diego,2020-10,2020,10,October,4,1,Tuesday,0,23.810079328044797,1071.5,255.125,Premium
B-25992,8059,1834,10,Electronics,Printers,Credit Card,2021-05-27,Alicia Oneill,Illinois,Springfield,2021-05,2021,5,May,2,3,Thursday,0,22.757165901476608,805.9,183.4,Premium
B-25992,8059,1834,10,Electronics,Printers,Credit Card,2023-07-05,Rebecca Huff,Illinois,Springfield,2023-07,2023,7,July,3,2,Wednesday,0,22.757165901476608,805.9,183.4,Premium
B-25992,8059,1834,10,Electronics,Printers,Credit Card,2020-10-27,Diana Scott,California,San Diego,2020-10,2020,10,October,4,1,Tuesday,0,22.757165901476608,805.9,183.4,Premium
B-25532,3661,436,13,Furniture,Sofas,EMI,2023-01-26,Brian Young,Texas,Austin,2023-01,2023,1,January,1,3,Thursday,0,11.90931439497405,281.61538461538464,33.53846153846154,Medium
B-25564,2451,342,8,Office Supplies,Paper,EMI,2021-09-06,Susan Wright,California,Los Angeles,2021-09,2021,9,September,3,0,Monday,0,13.953488372093023,306.375,42.75,Low
B-25564,2451,342,8,Office Supplies,Paper,EMI,2021-11-12,Kayla Banks,Ohio,Cincinnati,2021-11,2021,11,November,4,4,Friday,0,13.953488372093023,306.375,42.75,Low
B-25564,2451,342,8,Office Supplies,Paper,EMI,2024-07-30,Zachary Pierce,Texas,Houston,2024-07,2024,7,July,3,1,Tuesday,0,13.953488372093023,306.375,42.75,Low
B-26543,7067,1943,16,Furniture,Tables,Credit Card,2022-03-15,Nicolas Owen,California,San Francisco,2022-03,2022,3,March,1,1,Tuesday,0,27.493986132729585,441.6875,121.4375,High
B-25976,4307,615,3,Electronics,Electronic Games,UPI,2024-03-15,Martha Carney,New York,New York City,2024-03,2024,3,March,1,4,Friday,0,14.27908056651962,1435.6666666666667,205.0,Medium
B-25976,4307,615,3,Electronics,Electronic Games,UPI,2020-11-10,Francisco Hicks,Illinois,Springfield,2020-11,2020,11,November,4,1,Tuesday,0,14.27908056651962,1435.6666666666667,205.0,Medium
B-25976,5694,1134,5,Furniture,Chairs,EMI,2024-03-15,Martha Carney,New York,New York City,2024-03,2024,3,March,1,4,Friday,0,19.915700737618547,1138.8,226.8,High
B-25976,5694,1134,5,Furniture,Chairs,EMI,2020-11-10,Francisco Hicks,Illinois,Springfield,2020-11,2020,11,November,4,1,Tuesday,0,19.915700737618547,1138.8,226.8,High
B-25929,962,298,18,Office Supplies,Binders,Credit Card,2022-07-23,Matthew Parker,Illinois,Springfield,2022-07,2022,7,July,3,5,Saturday,1,30.97713097713098,53.44444444444444,16.555555555555557,Low
B-25497,2995,220,14,Furniture,Bookcases,Credit Card,2024-09-13,Paul Bryant,New York,Buffalo,2024-09,2024,9,September,3,4,Friday,0,7.345575959933222,213.92857142857142,15.714285714285714,Medium
B-25497,2047,914,5,Office Supplies,Markers,Debit Card,2024-09-13,Paul Bryant,New York,Buffalo,2024-09,2024,9,September,3,4,Friday,0,44.65070835368832,409.4,182.8,Low
B-26735,2078,612,6,Electronics,Laptops,COD,2022-01-25,Bruce Dennis,Texas,Austin,2022-01,2022,1,January,1,1,Tuesday,0,29.451395572666023,346.3333333333333,102.0,Low
B-25036,2737,1253,3,Electronics,Printers,EMI,2021-04-19,Joseph Bates,New York,New York City,2021-04,2021,4,April,2,0,Monday,0,45.78005115089514,912.3333333333334,417.6666666666667,Medium
B-25971,8194,2881,6,Office Supplies,Paper,Debit Card,2021-07-18,Kelly Pacheco,Texas,Houston,2021-07,2021,7,July,3,6,Sunday,1,35.15987307786185,1365.6666666666667,480.1666666666667,Premium
B-25441,9914,3858,16,Furniture,Sofas,Credit Card,2022-06-24,Jeffrey Weber,New York,Buffalo,2022-06,2022,6,June,2,4,Friday,0,38.914666128706884,619.625,241.125,Premium
B-25441,9914,3858,16,Furniture,Sofas,Credit Card,2024-06-08,Andrew Krueger,New York,Rochester,2024-06,2024,6,June,2,5,Saturday,1,38.914666128706884,619.625,241.125,Premium
B-25441,5470,292,7,Office Supplies,Pens,Debit Card,2022-06-24,Jeffrey Weber,New York,Buffalo,2022-06,2022,6,June,2,4,Friday,0,5.338208409506398,781.4285714285714,41.714285714285715,High
B-25441,5470,292,7,Office Supplies,Pens,Debit Card,2024-06-08,Andrew Krueger,New York,Rochester,2024-06,2024,6,June,2,5,Saturday,1,5.338208409506398,781.4285714285714,41.714285714285715,High
B-25441,1496,662,17,Furniture,Bookcases,UPI,2022-06-24,Jeffrey Weber,New York,Buffalo,2022-06,2022,6,June,2,4,Friday,0,44.25133689839572,88.0,38.94117647058823,Low
B-25441,1496,662,17,Furniture,Bookcases,UPI,2024-06-08,Andrew Krueger,New York,Rochester,2024-06,2024,6,June,2,5,Saturday,1,44.25133689839572,88.0,38.94117647058823,Low
B-25823,3228,476,9,Office Supplies,Paper,COD,2022-09-29,Kathleen Cox,New York,New York City,2022-09,2022,9,September,3,3,Thursday,0,14.745972738537795,358.6666666666667,52.888888888888886,Medium
B-25363,3918,749,8,Electronics,Laptops,Credit Card,2023-05-10,Jamie Bradley,California,San Diego,2023-05,2023,5,May,2,2,Wednesday,0,19.116896375701888,489.75,93.625,Medium
B-25363,3918,749,8,Electronics,Laptops,Credit Card,2020-05-02,Robert Martinez,Texas,Houston,2020-05,2020,5,May,2,5,Saturday,1,19.116896375701888,489.75,93.625,Medium
B-26445,9921,1451,15,Furniture,Sofas,EMI,2021-04-12,Christopher Rogers,Illinois,Chicago,2021-04,2021,4,April,2,0,Monday,0,14.625541780062493,661.4,96.73333333333333,Premium
B-26724,9694,4361,1,Furniture,Chairs,EMI,2023-11-04,Roberto Parrish,Illinois,Springfield,2023-11,2023,11,November,4,5,Saturday,1,44.9865896430782,9694.0,4361.0,Premium
B-25447,5028,1553,13,Office Supplies,Paper,EMI,2020-05-04,Amber Kennedy,Florida,Tampa,2020-05,2020,5,May,2,0,Monday,0,30.88703261734288,386.7692307692308,119.46153846153847,High
B-26904,594,67,19,Office Supplies,Paper,Debit Card,2023-09-10,Maria Davis,New York,Buffalo,2023-09,2023,9,September,3,6,Sunday,1,11.27946127946128,31.263157894736842,3.526315789473684,Low
B-26904,594,67,19,Office Supplies,Paper,Debit Card,2024-01-05,Terry Gilbert,Florida,Miami,2024-01,2024,1,January,1,4,Friday,0,11.27946127946128,31.263157894736842,3.526315789473684,Low
B-26904,594,67,19,Office Supplies,Paper,Debit Card,2024-05-08,Devon Schmitt,Texas,Austin,2024-05,2024,5,May,2,2,Wednesday,0,11.27946127946128,31.263157894736842,3.526315789473684,Low
B-26456,5954,2618,11,Furniture,Tables,COD,2024-03-30,Robert Mosley,Ohio,Cincinnati,2024-03,2024,3,March,1,5,Saturday,1,43.970440040309036,541.2727272727273,238.0,High
B-25435,3518,1051,3,Furniture,Bookcases,UPI,2020-09-10,Paul Scott,California,San Francisco,2020-09,2020,9,September,3,3,Thursday,0,29.874928936895962,1172.6666666666667,350.3333333333333,Medium
B-25435,4157,1874,8,Electronics,Laptops,EMI,2020-09-10,Paul Scott,California,San Francisco,2020-09,2020,9,September,3,3,Thursday,0,45.080586961751266,519.625,234.25,Medium
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2020-07-12,Kristin Alvarez,Illinois,Springfield,2020-07,2020,7,July,3,6,Sunday,1,10.942087002935681,749.4,82.0,Medium
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2022-12-08,Kevin Jackson,New York,Buffalo,2022-12,2022,12,December,4,3,Thursday,0,10.942087002935681,749.4,82.0,Medium
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2024-03-27,Mrs. Lauren Potter DDS,Ohio,Columbus,2024-03,2024,3,March,1,2,Wednesday,0,10.942087002935681,749.4,82.0,Medium
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2023-02-17,Jason Brown,Illinois,Chicago,2023-02,2023,2,February,1,4,Friday,0,10.942087002935681,749.4,82.0,Medium
B-26279,3747,410,5,Office Supplies,Markers,Credit Card,2021-07-21,Jamie Santos,California,Los Angeles,2021-07,2021,7,July,3,2,Wednesday,0,10.942087002935681,749.4,82.0,Medium
B-26279,3194,534,4,Office Supplies,Binders,UPI,2020-07-12,Kristin Alvarez,Illinois,Springfield,2020-07,2020,7,July,3,6,Sunday,1,16.718847839699436,798.5,133.5,Medium
B-26279,3194,534,4,Office Supplies,Binders,UPI,2022-12-08,Kevin Jackson,New York,Buffalo,2022-12,2022,12,December,4,3,Thursday,0,16.718847839699436,798.5,133.5,Medium
B-26279,3194,534,4,Office Supplies,Binders,UPI,2024-03-27,Mrs. Lauren Potter DDS,Ohio,Columbus,2024-03,2024,3,March,1,2,Wednesday,0,16.718847839699436,798.5,133.5,Medium
B-26279,3194,534,4,Office Supplies,Binders,UPI,2023-02-17,Jason Brown,Illinois,Chicago,2023-02,2023,2,February,1,4,Friday,0,16.718847839699436,798.5,133.5,Medium
B-26279,3194,534,4,Office Supplies,Binders,UPI,2021-07-21,Jamie Santos,California,Los Angeles,2021-07,2021,7,July,3,2,Wednesday,0,16.718847839699436,798.5,133.5,Medium
B-25770,8548,2305,1,Office Supplies,Binders,COD,2022-10-30,James Taylor,Florida,Tampa,2022-10,2022,10,October,4,6,Sunday,1,26.965372016846047,8548.0,2305.0,Premium
B-25715,6089,139,19,Furniture,Tables,Debit Card,2020-12-31,Alicia Vincent,Ohio,Cincinnati,2020-12,2020,12,December,4,3,Thursday,0,2.282805058301856,320.4736842105263,7.315789473684211,High
B-25715,6089,139,19,Furniture,Tables,Debit Card,2022-04-15,Kenneth Adams,Ohio,Cleveland,2022-04,2022,4,April,2,4,Friday,0,2.282805058301856,320.4736842105263,7.315789473684211,High
B-25715,6089,139,19,Furniture,Tables,Debit Card,2023-04-05,Shelby Browning,Illinois,Chicago,2023-04,2023,4,April,2,2,Wednesday,0,2.282805058301856,320.4736842105263,7.315789473684211,High
B-25715,2586,800,16,Furniture,Tables,UPI,2020-12-31,Alicia Vincent,Ohio,Cincinnati,2020-12,2020,12,December,4,3,Thursday,0,30.93580819798917,161.625,50.0,Medium
B-25715,2586,800,16,Furniture,Tables,UPI,2022-04-15,Kenneth Adams,Ohio,Cleveland,2022-04,2022,4,April,2,4,Friday,0,30.93580819798917,161.625,50.0,Medium
B-25715,2586,800,16,Furniture,Tables,UPI,2023-04-05,Shelby Browning,Illinois,Chicago,2023-04,2023,4,April,2,2,Wednesday,0,30.93580819798917,161.625,50.0,Medium
B-25715,3757,1626,9,Office Supplies,Paper,UPI,2020-12-31,Alicia Vincent,Ohio,Cincinnati,2020-12,2020,12,December,4,3,Thursday,0,43.27921213734363,417.44444444444446,180.66666666666666,Medium
B-25715,3757,1626,9,Office Supplies,Paper,UPI,2022-04-15,Kenneth Adams,Ohio,Cleveland,2022-04,2022,4,April,2,4,Friday,0,43.27921213734363,417.44444444444446,180.66666666666666,Medium
B-25715,3757,1626,9,Office Supplies,Paper,UPI,2023-04-05,Shelby Browning,Illinois,Chicago,2023-04,2023,4,April,2,2,Wednesday,0,43.27921213734363,417.44444444444446,180.66666666666666,Medium
B-26961,5193,2530,5,Furniture,Sofas,Debit Card,2021-10-29,Johnny Hill,California,San Diego,2021-10,2021,10,October,4,4,Friday,0,48.719430001925666,1038.6,506.0,High
B-26961,5193,2530,5,Furniture,Sofas,Debit Card,2024-12-29,Nicholas Tucker,Florida,Miami,2024-12,2024,12,December,4,6,Sunday,1,48.719430001925666,1038.6,506.0,High
B-25902,7493,96,3,Electronics,Electronic Games,UPI,2020-08-11,Theresa Cline,Ohio,Cleveland,2020-08,2020,8,August,3,1,Tuesday,0,1.2811957827305485,2497.6666666666665,32.0,High
B-26321,2062,848,6,Office Supplies,Markers,Credit Card,2024-03-04,Christine Wheeler,Florida,Tampa,2024-03,2024,3,March,1,0,Monday,0,41.1251212415131,343.6666666666667,141.33333333333334,Low
B-25612,7163,1536,1,Electronics,Phones,EMI,2023-10-17,Carlos Wells,California,San Diego,2023-10,2023,10,October,4,1,Tuesday,0,21.44352924752199,7163.0,1536.0,High
B-25605,4026,163,6,Electronics,Phones,COD,2023-07-28,Randall Bell,New York,New York City,2023-07,2023,7,July,3,4,Friday,0,4.048683556880278,671.0,27.166666666666668,Medium
B-25810,1894,275,5,Furniture,Chairs,Credit Card,2021-11-27,Kendra Mckinney,Florida,Miami,2021-11,2021,11,November,4,5,Saturday,1,14.519535374868003,378.8,55.0,Low
B-25810,7144,192,13,Electronics,Electronic Games,Credit Card,2021-11-27,Kendra Mckinney,Florida,Miami,2021-11,2021,11,November,4,5,Saturday,1,2.6875699888017914,549.5384615384615,14.76923076923077,High
B-25935,3482,1554,15,Electronics,Laptops,Debit Card,2020-09-09,Amanda Kim,Ohio,Columbus,2020-09,2020,9,September,3,2,Wednesday,0,44.62952326249282,232.13333333333333,103.6,Medium
B-26245,4172,235,5,Office Supplies,Paper,EMI,2021-06-02,Megan Morgan,Ohio,Cleveland,2021-06,2021,6,June,2,2,Wednesday,0,5.632790028763183,834.4,47.0,Medium
B-26245,4172,235,5,Office Supplies,Paper,EMI,2022-08-22,Vincent Kramer,Florida,Orlando,2022-08,2022,8,August,3,0,Monday,0,5.632790028763183,834.4,47.0,Medium
B-26245,4172,235,5,Office Supplies,Paper,EMI,2024-04-16,Raymond Bean,Illinois,Springfield,2024-04,2024,4,April,2,1,Tuesday,0,5.632790028763183,834.4,47.0,Medium
B-25346,6265,155,8,Furniture,Sofas,COD,2022-08-23,Reginald Hebert,Ohio,Cincinnati,2022-08,2022,8,August,3,1,Tuesday,0,2.4740622505985637,783.125,19.375,High
B-25346,6265,155,8,Furniture,Sofas,COD,2021-03-12,Jeremy Vazquez,Ohio,Cleveland,2021-03,2021,3,March,1,4,Friday,0,2.4740622505985637,783.125,19.375,High
B-25594,2931,212,7,Electronics,Electronic Games,Credit Card,2024-06-26,Michael Stewart,Illinois,Peoria,2024-06,2024,6,June,2,2,Wednesday,0,7.233026270897305,418.7142857142857,30.285714285714285,Medium
B-25594,2931,212,7,Electronics,Electronic Games,Credit Card,2023-12-08,Kevin Johnson,Florida,Tampa,2023-12,2023,12,December,4,4,Friday,0,7.233026270897305,418.7142857142857,30.285714285714285,Medium
B-25471,1146,188,9,Furniture,Chairs,Debit Card,2024-11-27,Tara Hughes,Florida,Tampa,2024-11,2024,11,November,4,2,Wednesday,0,16.404886561954623,127.33333333333333,20.88888888888889,Low
B-25398,9215,767,13,Electronics,Printers,COD,2022-01-10,Sandra Perkins,Florida,Tampa,2022-01,2022,1,January,1,0,Monday,0,8.32338578404775,708.8461538461538,59.0,Premium
B-25398,9215,767,13,Electronics,Printers,COD,2021-11-01,Heather Bell,California,San Francisco,2021-11,2021,11,November,4,0,Monday,0,8.32338578404775,708.8461538461538,59.0,Premium
B-25999,7895,1005,1,Furniture,Chairs,Credit Card,2023-10-28,Nancy Boyd,Ohio,Cincinnati,2023-10,2023,10,October,4,5,Saturday,1,12.72957568081064,7895.0,1005.0,Premium
B-25999,7895,1005,1,Furniture,Chairs,Credit Card,2025-03-01,Raymond Reyes,California,San Diego,2025-03,2025,3,March,1,5,Saturday,1,12.72957568081064,7895.0,1005.0,Premium
B-25999,2740,558,8,Office Supplies,Pens,UPI,2023-10-28,Nancy Boyd,Ohio,Cincinnati,2023-10,2023,10,October,4,5,Saturday,1,20.364963503649637,342.5,69.75,Medium
B-25999,2740,558,8,Office Supplies,Pens,UPI,2025-03-01,Raymond Reyes,California,San Diego,2025-03,2025,3,March,1,5,Saturday,1,20.364963503649637,342.5,69.75,Medium
B-25159,5338,1354,16,Office Supplies,Markers,UPI,2024-08-01,Cassandra Jordan,Illinois,Peoria,2024-08,2024,8,August,3,3,Thursday,0,25.365305357811913,333.625,84.625,High
B-25159,5338,1354,16,Office Supplies,Markers,UPI,2023-06-07,Evelyn Harris,New York,Buffalo,2023-06,2023,6,June,2,2,Wednesday,0,25.365305357811913,333.625,84.625,High
B-25159,5338,1354,16,Office Supplies,Markers,UPI,2024-10-21,Shannon Maynard,Florida,Orlando,2024-10,2024,10,October,4,0,Monday,0,25.365305357811913,333.625,84.625,High
B-25159,5338,1354,16,Office Supplies,Markers,UPI,2021-01-04,Marie James,New York,Buffalo,2021-01,2021,1,January,1,0,Monday,0,25.365305357811913,333.625,84.625,High
B-25496,3095,941,2,Office Supplies,Pens,EMI,2022-04-19,Maria Carroll,Ohio,Cleveland,2022-04,2022,4,April,2,1,Tuesday,0,30.403877221324716,1547.5,470.5,Medium
B-25496,3095,941,2,Office Supplies,Pens,EMI,2022-08-11,Jessica Sloan,Texas,Austin,2022-08,2022,8,August,3,3,Thursday,0,30.403877221324716,1547.5,470.5,Medium
B-25401,6017,2230,13,Electronics,Printers,Debit Card,2023-08-04,Scott Craig,Illinois,Peoria,2023-08,2023,8,August,3,4,Friday,0,37.0616586338707,462.84615384615387,171.53846153846155,High
B-25707,4904,469,2,Office Supplies,Pens,Debit Card,2020-04-25,Kaitlin Brown,Texas,Dallas,2020-04,2020,4,April,2,5,Saturday,1,9.563621533442088,2452.0,234.5,Medium
B-25707,3080,737,6,Office Supplies,Binders,UPI,2020-04-25,Kaitlin Brown,Texas,Dallas,2020-04,2020,4,April,2,5,Saturday,1,23.92857142857143,513.3333333333334,122.83333333333333,Medium
B-26225,1992,355,2,Electronics,Phones,COD,2024-12-14,William Beck,Florida,Tampa,2024-12,2024,12,December,4,5,Saturday,1,17.82128514056225,996.0,177.5,Low
B-25662,5346,1246,17,Furniture,Sofas,EMI,2022-07-25,Eric Mason,Florida,Orlando,2022-07,2022,7,July,3,0,Monday,0,23.30714552936775,314.47058823529414,73.29411764705883,High
B-25662,5346,1246,17,Furniture,Sofas,EMI,2022-05-07,Lisa Lowe,Florida,Miami,2022-05,2022,5,May,2,5,Saturday,1,23.30714552936775,314.47058823529414,73.29411764705883,High
B-26752,8422,893,18,Electronics,Printers,Debit Card,2022-08-11,Roy Miller,California,San Francisco,2022-08,2022,8,August,3,3,Thursday,0,10.603182142009024,467.8888888888889,49.611111111111114,Premium
B-26752,8422,893,18,Electronics,Printers,Debit Card,2022-08-12,Christopher Espinoza,Ohio,Columbus,2022-08,2022,8,August,3,4,Friday,0,10.603182142009024,467.8888888888889,49.611111111111114,Premium
B-26752,6105,1447,8,Furniture,Bookcases,Credit Card,2022-08-11,Roy Miller,California,San Francisco,2022-08,2022,8,August,3,3,Thursday,0,23.701883701883702,763.125,180.875,High
B-26752,6105,1447,8,Furniture,Bookcases,Credit Card,2022-08-12,Christopher Espinoza,Ohio,Columbus,2022-08,2022,8,August,3,4,Friday,0,23.701883701883702,763.125,180.875,High
B-25640,670,85,9,Office Supplies,Pens,EMI,2023-08-21,Claire Cole,Texas,Houston,2023-08,2023,8,August,3,0,Monday,0,12.686567164179104,74.44444444444444,9.444444444444445,Low
B-25030,4057,1012,6,Electronics,Laptops,Credit Card,2022-09-12,Eric Nunez,California,San Diego,2022-09,2022,9,September,3,0,Monday,0,24.944540300714813,676.1666666666666,168.66666666666666,Medium
B-25504,8178,2462,10,Office Supplies,Pens,UPI,2023-08-20,David Bell,California,Los Angeles,2023-08,2023,8,August,3,6,Sunday,1,30.105160185864516,817.8,246.2,Premium
B-26912,8752,1686,9,Furniture,Tables,Debit Card,2020-12-27,Patrick Hensley MD,Ohio,Cincinnati,2020-12,2020,12,December,4,6,Sunday,1,19.264168190127968,972.4444444444445,187.33333333333334,Premium
B-26912,8752,1686,9,Furniture,Tables,Debit Card,2023-09-04,John Cox,Illinois,Peoria,2023-09,2023,9,September,3,0,Monday,0,19.264168190127968,972.4444444444445,187.33333333333334,Premium
B-26912,8752,1686,9,Furniture,Tables,Debit Card,2022-01-08,Michelle Sullivan,Illinois,Chicago,2022-01,2022,1,January,1,5,Saturday,1,19.264168190127968,972.4444444444445,187.33333333333334,Premium
B-25193,8974,4441,16,Electronics,Printers,EMI,2023-06-05,Angela Todd,New York,New York City,2023-06,2023,6,June,2,0,Monday,0,49.48740806775128,560.875,277.5625,Premium
B-25106,9090,3098,16,Electronics,Phones,Credit Card,2021-04-01,Luke Saunders,Texas,Dallas,2021-04,2021,4,April,2,3,Thursday,0,34.08140814081408,568.125,193.625,Premium
B-25106,9090,3098,16,Electronics,Phones,Credit Card,2024-05-28,Dr. Jennifer Benton DVM,Illinois,Springfield,2024-05,2024,5,May,2,1,Tuesday,0,34.08140814081408,568.125,193.625,Premium
B-25106,851,356,11,Electronics,Electronic Games,Credit Card,2021-04-01,Luke Saunders,Texas,Dallas,2021-04,2021,4,April,2,3,Thursday,0,41.8331374853114,77.36363636363636,32.36363636363637,Low
B-25106,851,356,11,Electronics,Electronic Games,Credit Card,2024-05-28,Dr. Jennifer Benton DVM,Illinois,Springfield,2024-05,2024,5,May,2,1,Tuesday,0,41.8331374853114,77.36363636363636,32.36363636363637,Low
B-26835,5427,728,3,Electronics,Phones,UPI,2023-03-09,Keith Smith,Florida,Miami,2023-03,2023,3,March,1,3,Thursday,0,13.414409434309931,1809.0,242.66666666666666,High
B-25836,2695,914,15,Furniture,Bookcases,Debit Card,2022-07-28,Danielle Mitchell,Illinois,Peoria,2022-07,2022,7,July,3,3,Thursday,0,33.91465677179963,179.66666666666666,60.93333333333333,Medium
B-25836,2695,914,15,Furniture,Bookcases,Debit Card,2021-06-17,Jesus Hernandez,California,Los Angeles,2021-06,2021,6,June,2,3,Thursday,0,33.91465677179963,179.66666666666666,60.93333333333333,Medium
B-26661,2386,999,3,Office Supplies,Pens,COD,2024-02-13,Jason Norman,Florida,Miami,2024-02,2024,2,February,1,1,Tuesday,0,41.869237217099744,795.3333333333334,333.0,Low
B-26317,2284,149,20,Office Supplies,Pens,Debit Card,2021-08-06,Laura Poole,New York,Rochester,2021-08,2021,8,August,3,4,Friday,0,6.523642732049037,114.2,7.45,Low
B-26839,6034,608,8,Electronics,Phones,EMI,2022-05-01,Sarah Wagner,Texas,Houston,2022-05,2022,5,May,2,6,Sunday,1,10.076234670202187,754.25,76.0,High
